Unit_ID,Complex,Dong,Ho,Floor,L_Score,C_Score,S_Score,Total_Grade,Status
U1-101-1702,1단지,101동,1702호,17,6.8,7.0,7.0,C,공식기초분석완료
U1-101-1703,1단지,101동,1703호,17,6.8,7.0,7.0,C,공식기초분석완료
U1-101-1704,1단지,101동,1704호,17,6.8,7.0,7.0,C,공식기초분석완료
U1-101-1705,1단지,101동,1705호,17,6.8,7.0,7.0,C,공식기초분석완료
U1-101-1706,1단지,101동,1706호,17,6.8,7.0,7.0,C,공식기초분석완료
U1-101-1801,1단지,101동,1801호,18,6.9,7.0,7.0,C,공식기초분석완료
U1-101-1802,1단지,101동,1802호,18,6.9,7.0,7.0,C,공식기초분석완료
U1-101-1803,1단지,101동,1803호,18,6.9,7.0,7.0,C,공식기초분석완료
U1-101-1804,1단지,101동,1804호,18,6.9,7.0,7.0,C,공식기초분석완료
U1-101-1805,1단지,101동,1805호,18,6.9,7.0,7.0,C,공식기초분석완료
U1-101-1806,1단지,101동,1806호,18,6.9,7.0,7.0,C,공식기초분석완료
U1-101-1901,1단지,101동,1901호,19,7.0,7.0,7.0,B,공식기초분석완료
U1-101-1902,1단지,101동,1902호,19,7.0,7.0,7.0,B,공식기초분석완료
U1-101-1903,1단지,101동,1903호,19,7.0,7.0,7.0,B,공식기초분석완료
U1-101-1904,1단지,101동,1904호,19,7.0,7.0,7.0,B,공식기초분석완료
U1-101-1905,1단지,101동,1905호,19,7.0,7.0,7.0,B,공식기초분석완료
U1-101-1906,1단지,101동,1906호,19,7.0,7.0,7.0,B,공식기초분석완료
U1-101-2001,1단지,101동,2001호,20,7.1,7.0,7.0,B,공식기초분석완료
U1-101-2002,1단지,101동,2002호,20,7.1,7.0,7.0,B,공식기초분석완료
U1-101-2003,1단지,101동,2003호,20,7.1,7.0,7.0,B,공식기초분석완료
U1-101-2004,1단지,101동,2004호,20,7.1,7.0,7.0,B,공식기초분석완료
U1-101-2005,1단지,101동,2005호,20,7.1,7.0,7.0,B,공식기초분석완료
U1-101-2006,1단지,101동,2006호,20,7.1,7.0,7.0,B,공식기초분석완료
U1-101-2101,1단지,101동,2101호,21,7.2,7.0,7.0,B,공식기초분석완료
U1-101-2102,1단지,101동,2102호,21,7.2,7.0,7.0,B,공식기초분석완료
U1-101-2103,1단지,101동,2103호,21,7.2,7.0,7.0,B,공식기초분석완료
U1-101-2104,1단지,101동,2104호,21,7.2,7.0,7.0,B,공식기초분석완료
U1-101-2105,1단지,101동,2105호,21,7.2,7.0,7.0,B,공식기초분석완료
U1-101-2106,1단지,101동,2106호,21,7.2,7.0,7.0,B,공식기초분석완료
U1-101-2201,1단지,101동,2201호,22,7.4,7.0,7.0,B,공식기초분석완료
U1-101-2202,1단지,101동,2202호,22,7.4,7.0,7.0,B,공식기초분석완료
U1-101-2203,1단지,101동,2203호,22,7.4,7.0,7.0,B,공식기초분석완료
U1-101-2204,1단지,101동,2204호,22,7.4,7.0,7.0,B,공식기초분석완료
U1-101-2205,1단지,101동,2205호,22,7.4,7.0,7.0,B,공식기초분석완료
U1-101-2206,1단지,101동,2206호,22,7.4,7.0,7.0,B,공식기초분석완료
U1-101-2301,1단지,101동,2301호,23,7.5,7.0,7.0,B,공식기초분석완료
U1-101-2302,1단지,101동,2302호,23,7.5,7.0,7.0,B,공식기초분석완료
U1-101-2303,1단지,101동,2303호,23,7.5,7.0,7.0,B,공식기초분석완료
U1-101-2304,1단지,101동,2304호,23,7.5,7.0,7.0,B,공식기초분석완료
U1-101-2305,1단지,101동,2305호,23,7.5,7.0,7.0,B,공식기초분석완료
U1-101-2306,1단지,101동,2306호,23,7.5,7.0,7.0,B,공식기초분석완료
U1-101-2401,1단지,101동,2401호,24,7.6,7.0,7.0,B,공식기초분석완료
U1-101-2402,1단지,101동,2402호,24,7.6,7.0,7.0,B,공식기초분석완료
U1-101-2403,1단지,101동,2403호,24,7.6,7.0,7.0,B,공식기초분석완료
U1-101-2404,1단지,101동,2404호,24,7.6,7.0,7.0,B,공식기초분석완료
U1-101-2405,1단지,101동,2405호,24,7.6,7.0,7.0,B,공식기초분석완료
U1-101-2406,1단지,101동,2406호,24,7.6,7.0,7.0,B,공식기초분석완료
U1-101-2501,1단지,101동,2501호,25,7.7,7.0,7.0,B,공식기초분석완료
U1-101-2502,1단지,101동,2502호,25,7.7,7.0,7.0,B,공식기초분석완료
U1-101-2503,1단지,101동,2503호,25,7.7,7.0,7.0,B,공식기초분석완료
U1-101-2504,1단지,101동,2504호,25,7.7,7.0,7.0,B,공식기초분석완료
U1-101-2505,1단지,101동,2505호,25,7.7,7.0,7.0,B,공식기초분석완료
U1-101-2506,1단지,101동,2506호,25,7.7,7.0,7.0,B,공식기초분석완료
U1-101-2601,1단지,101동,2601호,26,7.8,7.0,7.0,B,공식기초분석완료
U1-101-2602,1단지,101동,2602호,26,7.8,7.0,7.0,B,공식기초분석완료
U1-101-2603,1단지,101동,2603호,26,7.8,7.0,7.0,B,공식기초분석완료
U1-101-2604,1단지,101동,2604호,26,7.8,7.0,7.0,B,공식기초분석완료
U1-101-2605,1단지,101동,2605호,26,7.8,7.0,7.0,B,공식기초분석완료
U1-101-2606,1단지,101동,2606호,26,7.8,7.0,7.0,B,공식기초분석완료
U1-101-2701,1단지,101동,2701호,27,7.9,7.0,7.0,B,공식기초분석완료
U1-101-2702,1단지,101동,2702호,27,7.9,7.0,7.0,B,공식기초분석완료
U1-101-2703,1단지,101동,2703호,27,7.9,7.0,7.0,B,공식기초분석완료
U1-101-2704,1단지,101동,2704호,27,7.9,7.0,7.0,B,공식기초분석완료
U1-101-2705,1단지,101동,2705호,27,7.9,7.0,7.0,B,공식기초분석완료
U1-101-2706,1단지,101동,2706호,27,7.9,7.0,7.0,B,공식기초분석완료
U1-101-2801,1단지,101동,2801호,28,8.0,7.0,7.0,B+,공식기초분석완료
U1-101-2802,1단지,101동,2802호,28,8.0,7.0,7.0,B+,공식기초분석완료
U1-101-2803,1단지,101동,2803호,28,8.0,7.0,7.0,B+,공식기초분석완료
U1-101-2804,1단지,101동,2804호,28,8.0,7.0,7.0,B+,공식기초분석완료
U1-101-2805,1단지,101동,2805호,28,8.0,7.0,7.0,B+,공식기초분석완료
U1-101-2806,1단지,101동,2806호,28,8.0,7.0,7.0,B+,공식기초분석완료
U1-101-2901,1단지,101동,2901호,29,8.1,7.0,7.0,B+,공식기초분석완료
U1-101-2902,1단지,101동,2902호,29,8.1,7.0,7.0,B+,공식기초분석완료
U1-101-2903,1단지,101동,2903호,29,8.1,7.0,7.0,B+,공식기초분석완료
U1-101-2904,1단지,101동,2904호,29,8.1,7.0,7.0,B+,공식기초분석완료
U1-101-2905,1단지,101동,2905호,29,8.1,7.0,7.0,B+,공식기초분석완료
U1-101-2906,1단지,101동,2906호,29,8.1,7.0,7.0,B+,공식기초분석완료
U1-101-3001,1단지,101동,3001호,30,8.2,7.0,7.0,B+,공식기초분석완료
U1-101-3002,1단지,101동,3002호,30,8.2,7.0,7.0,B+,공식기초분석완료
U1-101-3003,1단지,101동,3003호,30,8.2,7.0,7.0,B+,공식기초분석완료
U1-101-3004,1단지,101동,3004호,30,8.2,7.0,7.0,B+,공식기초분석완료
U1-101-3005,1단지,101동,3005호,30,8.2,7.0,7.0,B+,공식기초분석완료
U1-101-3006,1단지,101동,3006호,30,8.2,7.0,7.0,B+,공식기초분석완료
U1-101-3101,1단지,101동,3101호,31,8.3,7.0,7.0,B+,공식기초분석완료
U1-101-3102,1단지,101동,3102호,31,8.3,7.0,7.0,B+,공식기초분석완료
U1-101-3103,1단지,101동,3103호,31,8.3,7.0,7.0,B+,공식기초분석완료
U1-101-3104,1단지,101동,3104호,31,8.3,7.0,7.0,B+,공식기초분석완료
U1-101-3105,1단지,101동,3105호,31,8.3,7.0,7.0,B+,공식기초분석완료
U1-101-3106,1단지,101동,3106호,31,8.3,7.0,7.0,B+,공식기초분석완료
U1-101-3201,1단지,101동,3201호,32,8.4,7.0,7.0,B+,공식기초분석완료
U1-101-3202,1단지,101동,3202호,32,8.4,7.0,7.0,B+,공식기초분석완료
U1-101-3203,1단지,101동,3203호,32,8.4,7.0,7.0,B+,공식기초분석완료
U1-101-3204,1단지,101동,3204호,32,8.4,7.0,7.0,B+,공식기초분석완료
U1-101-3205,1단지,101동,3205호,32,8.4,7.0,7.0,B+,공식기초분석완료
U1-101-3206,1단지,101동,3206호,32,8.4,7.0,7.0,B+,공식기초분석완료
U1-101-3301,1단지,101동,3301호,33,8.5,7.0,7.0,B+,공식기초분석완료
U1-101-3302,1단지,101동,3302호,33,8.5,7.0,7.0,B+,공식기초분석완료
U1-101-3303,1단지,101동,3303호,33,8.5,7.0,7.0,B+,공식기초분석완료
U1-101-3304,1단지,101동,3304호,33,8.5,7.0,7.0,B+,공식기초분석완료
U1-101-3305,1단지,101동,3305호,33,8.5,7.0,7.0,B+,공식기초분석완료
U1-101-3306,1단지,101동,3306호,33,8.5,7.0,7.0,B+,공식기초분석완료
U1-101-3401,1단지,101동,3401호,34,8.6,7.0,7.0,B+,공식기초분석완료
U1-101-3402,1단지,101동,3402호,34,8.6,7.0,7.0,B+,공식기초분석완료
U1-101-3403,1단지,101동,3403호,34,8.6,7.0,7.0,B+,공식기초분석완료
U1-101-3404,1단지,101동,3404호,34,8.6,7.0,7.0,B+,공식기초분석완료
U1-101-3405,1단지,101동,3405호,34,8.6,7.0,7.0,B+,공식기초분석완료
U1-101-3406,1단지,101동,3406호,34,8.6,7.0,7.0,B+,공식기초분석완료
U1-101-3501,1단지,101동,3501호,35,8.8,7.0,7.0,B+,공식기초분석완료
U1-101-3502,1단지,101동,3502호,35,8.8,7.0,7.0,B+,공식기초분석완료
U1-101-3503,1단지,101동,3503호,35,8.8,7.0,7.0,B+,공식기초분석완료
U1-101-3504,1단지,101동,3504호,35,8.8,7.0,7.0,B+,공식기초분석완료
U1-101-3505,1단지,101동,3505호,35,8.8,7.0,7.0,B+,공식기초분석완료
U1-101-3506,1단지,101동,3506호,35,8.8,7.0,7.0,B+,공식기초분석완료
U1-101-3601,1단지,101동,3601호,36,8.9,7.0,7.0,B+,공식기초분석완료
U1-101-3602,1단지,101동,3602호,36,8.9,7.0,7.0,B+,공식기초분석완료
U1-101-3603,1단지,101동,3603호,36,8.9,7.0,7.0,B+,공식기초분석완료
U1-101-3604,1단지,101동,3604호,36,8.9,7.0,7.0,B+,공식기초분석완료
U1-101-3605,1단지,101동,3605호,36,8.9,7.0,7.0,B+,공식기초분석완료
U1-101-3606,1단지,101동,3606호,36,8.9,7.0,7.0,B+,공식기초분석완료
U1-101-3701,1단지,101동,3701호,37,9.0,7.0,7.0,A,공식기초분석완료
U1-101-3702,1단지,101동,3702호,37,9.0,7.0,7.0,A,공식기초분석완료
U1-101-3703,1단지,101동,3703호,37,9.0,7.0,7.0,A,공식기초분석완료
U1-101-3704,1단지,101동,3704호,37,9.0,7.0,7.0,A,공식기초분석완료
U1-101-3705,1단지,101동,3705호,37,9.0,7.0,7.0,A,공식기초분석완료
U1-101-3706,1단지,101동,3706호,37,9.0,7.0,7.0,A,공식기초분석완료
U1-101-3801,1단지,101동,3801호,38,9.1,7.0,7.0,A,공식기초분석완료
U1-101-3802,1단지,101동,3802호,38,9.1,7.0,7.0,A,공식기초분석완료
U1-101-3803,1단지,101동,3803호,38,9.1,7.0,7.0,A,공식기초분석완료
U1-101-3804,1단지,101동,3804호,38,9.1,7.0,7.0,A,공식기초분석완료
U1-101-3805,1단지,101동,3805호,38,9.1,7.0,7.0,A,공식기초분석완료
U1-101-3806,1단지,101동,3806호,38,9.1,7.0,7.0,A,공식기초분석완료
U1-101-3901,1단지,101동,3901호,39,9.2,7.0,7.0,A,공식기초분석완료
U1-101-3902,1단지,101동,3902호,39,9.2,7.0,7.0,A,공식기초분석완료
U1-101-3903,1단지,101동,3903호,39,9.2,7.0,7.0,A,공식기초분석완료
U1-101-3904,1단지,101동,3904호,39,9.2,7.0,7.0,A,공식기초분석완료
U1-101-3905,1단지,101동,3905호,39,9.2,7.0,7.0,A,공식기초분석완료
U1-101-3906,1단지,101동,3906호,39,9.2,7.0,7.0,A,공식기초분석완료
U1-101-4001,1단지,101동,4001호,40,9.3,7.0,7.0,A,공식기초분석완료
U1-101-4002,1단지,101동,4002호,40,9.3,7.0,7.0,A,공식기초분석완료
U1-101-4003,1단지,101동,4003호,40,9.3,7.0,7.0,A,공식기초분석완료
U1-101-4004,1단지,101동,4004호,40,9.3,7.0,7.0,A,공식기초분석완료
U1-101-4005,1단지,101동,4005호,40,9.3,7.0,7.0,A,공식기초분석완료
U1-101-4006,1단지,101동,4006호,40,9.3,7.0,7.0,A,공식기초분석완료
U1-101-4101,1단지,101동,4101호,41,9.4,7.0,7.0,A,공식기초분석완료
U1-101-4102,1단지,101동,4102호,41,9.4,7.0,7.0,A,공식기초분석완료
U1-101-4103,1단지,101동,4103호,41,9.4,7.0,7.0,A,공식기초분석완료
U1-101-4104,1단지,101동,4104호,41,9.4,7.0,7.0,A,공식기초분석완료
U1-101-4105,1단지,101동,4105호,41,9.4,7.0,7.0,A,공식기초분석완료
U1-101-4106,1단지,101동,4106호,41,9.4,7.0,7.0,A,공식기초분석완료
U1-101-4201,1단지,101동,4201호,42,9.5,7.0,7.0,A,공식기초분석완료
U1-101-4202,1단지,101동,4202호,42,9.5,7.0,7.0,A,공식기초분석완료
U1-101-4203,1단지,101동,4203호,42,9.5,7.0,7.0,A,공식기초분석완료
U1-101-4204,1단지,101동,4204호,42,9.5,7.0,7.0,A,공식기초분석완료
U1-101-4205,1단지,101동,4205호,42,9.5,7.0,7.0,A,공식기초분석완료
U1-101-4206,1단지,101동,4206호,42,9.5,7.0,7.0,A,공식기초분석완료
U1-102-101,1단지,102동,101호,1,5.1,7.0,7.0,C,공식기초분석완료
U1-102-102,1단지,102동,102호,1,5.1,7.0,7.0,C,공식기초분석완료
U1-102-103,1단지,102동,103호,1,5.1,7.0,7.0,C,공식기초분석완료
U1-102-104,1단지,102동,104호,1,5.1,7.0,7.0,C,공식기초분석완료
U1-102-105,1단지,102동,105호,1,5.1,7.0,7.0,C,공식기초분석완료
U1-102-106,1단지,102동,106호,1,5.1,7.0,7.0,C,공식기초분석완료
U1-102-201,1단지,102동,201호,2,5.2,7.0,7.0,C,공식기초분석완료
U1-102-202,1단지,102동,202호,2,5.2,7.0,7.0,C,공식기초분석완료
U1-102-203,1단지,102동,203호,2,5.2,7.0,7.0,C,공식기초분석완료
U1-102-204,1단지,102동,204호,2,5.2,7.0,7.0,C,공식기초분석완료
U1-102-205,1단지,102동,205호,2,5.2,7.0,7.0,C,공식기초분석완료
U1-102-206,1단지,102동,206호,2,5.2,7.0,7.0,C,공식기초분석완료
U1-102-301,1단지,102동,301호,3,5.3,7.0,7.0,C,공식기초분석완료
U1-102-302,1단지,102동,302호,3,5.3,7.0,7.0,C,공식기초분석완료
U1-102-303,1단지,102동,303호,3,5.3,7.0,7.0,C,공식기초분석완료
U1-102-304,1단지,102동,304호,3,5.3,7.0,7.0,C,공식기초분석완료
U1-102-305,1단지,102동,305호,3,5.3,7.0,7.0,C,공식기초분석완료
U1-102-306,1단지,102동,306호,3,5.3,7.0,7.0,C,공식기초분석완료
U1-102-401,1단지,102동,401호,4,5.4,7.0,7.0,C,공식기초분석완료
U1-102-402,1단지,102동,402호,4,5.4,7.0,7.0,C,공식기초분석완료
U1-102-403,1단지,102동,403호,4,5.4,7.0,7.0,C,공식기초분석완료
U1-102-404,1단지,102동,404호,4,5.4,7.0,7.0,C,공식기초분석완료
U1-102-405,1단지,102동,405호,4,5.4,7.0,7.0,C,공식기초분석완료
U1-102-406,1단지,102동,406호,4,5.4,7.0,7.0,C,공식기초분석완료
U1-102-501,1단지,102동,501호,5,5.5,7.0,7.0,C,공식기초분석완료
U1-102-502,1단지,102동,502호,5,5.5,7.0,7.0,C,공식기초분석완료
U1-102-503,1단지,102동,503호,5,5.5,7.0,7.0,C,공식기초분석완료
U1-102-504,1단지,102동,504호,5,5.5,7.0,7.0,C,공식기초분석완료
U1-102-505,1단지,102동,505호,5,5.5,7.0,7.0,C,공식기초분석완료
U1-102-506,1단지,102동,506호,5,5.5,7.0,7.0,C,공식기초분석완료
U1-102-601,1단지,102동,601호,6,5.6,7.0,7.0,C,공식기초분석완료
U1-102-602,1단지,102동,602호,6,5.6,7.0,7.0,C,공식기초분석완료
U1-102-603,1단지,102동,603호,6,5.6,7.0,7.0,C,공식기초분석완료
U1-102-604,1단지,102동,604호,6,5.6,7.0,7.0,C,공식기초분석완료
U1-102-605,1단지,102동,605호,6,5.6,7.0,7.0,C,공식기초분석완료
U1-102-606,1단지,102동,606호,6,5.6,7.0,7.0,C,공식기초분석완료
U1-102-701,1단지,102동,701호,7,5.8,7.0,7.0,C,공식기초분석완료
U1-102-702,1단지,102동,702호,7,5.8,7.0,7.0,C,공식기초분석완료
U1-102-703,1단지,102동,703호,7,5.8,7.0,7.0,C,공식기초분석완료
U1-102-704,1단지,102동,704호,7,5.8,7.0,7.0,C,공식기초분석완료
U1-102-705,1단지,102동,705호,7,5.8,7.0,7.0,C,공식기초분석완료
U1-102-706,1단지,102동,706호,7,5.8,7.0,7.0,C,공식기초분석완료
U1-102-801,1단지,102동,801호,8,5.9,7.0,7.0,C,공식기초분석완료
U1-102-802,1단지,102동,802호,8,5.9,7.0,7.0,C,공식기초분석완료
U1-102-803,1단지,102동,803호,8,5.9,7.0,7.0,C,공식기초분석완료
U1-102-804,1단지,102동,804호,8,5.9,7.0,7.0,C,공식기초분석완료
U1-102-805,1단지,102동,805호,8,5.9,7.0,7.0,C,공식기초분석완료
U1-102-806,1단지,102동,806호,8,5.9,7.0,7.0,C,공식기초분석완료
U1-102-901,1단지,102동,901호,9,6.0,7.0,7.0,C,공식기초분석완료
U1-102-902,1단지,102동,902호,9,6.0,7.0,7.0,C,공식기초분석완료
U1-102-903,1단지,102동,903호,9,6.0,7.0,7.0,C,공식기초분석완료
U1-102-904,1단지,102동,904호,9,6.0,7.0,7.0,C,공식기초분석완료
U1-102-905,1단지,102동,905호,9,6.0,7.0,7.0,C,공식기초분석완료
U1-102-906,1단지,102동,906호,9,6.0,7.0,7.0,C,공식기초분석완료
U1-102-1001,1단지,102동,1001호,10,6.1,7.0,7.0,C,공식기초분석완료
U1-102-1002,1단지,102동,1002호,10,6.1,7.0,7.0,C,공식기초분석완료
U1-102-1003,1단지,102동,1003호,10,6.1,7.0,7.0,C,공식기초분석완료
U1-102-1004,1단지,102동,1004호,10,6.1,7.0,7.0,C,공식기초분석완료
U1-102-1005,1단지,102동,1005호,10,6.1,7.0,7.0,C,공식기초분석완료
U1-102-1006,1단지,102동,1006호,10,6.1,7.0,7.0,C,공식기초분석완료
U1-102-1101,1단지,102동,1101호,11,6.2,7.0,7.0,C,공식기초분석완료
U1-102-1102,1단지,102동,1102호,11,6.2,7.0,7.0,C,공식기초분석완료
U1-102-1103,1단지,102동,1103호,11,6.2,7.0,7.0,C,공식기초분석완료
U1-102-1104,1단지,102동,1104호,11,6.2,7.0,7.0,C,공식기초분석완료
U1-102-1105,1단지,102동,1105호,11,6.2,7.0,7.0,C,공식기초분석완료
U1-102-1106,1단지,102동,1106호,11,6.2,7.0,7.0,C,공식기초분석완료
U1-102-1201,1단지,102동,1201호,12,6.3,7.0,7.0,C,공식기초분석완료
